Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_1125,Digital Marketing Specialist,SaaS/Tech Startup,1000+,India-Tier2/3,50L-2Cr/60K-240K,Under 5L/<6K,Social Media|Customer Reviews|Survey/Feedback Forms|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Sprout Social/Hootsuite,Email/WhatsApp Marketing|SEO/Organic Growth|Community Building|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|CSAT,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn,Rarely,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,1K-10K/month,Freemium,5K-15K,11327.22,Trial/testing,Late Majority - wait for industry standard,Don't trust AI recommendations,4.0,3.0,I have full authority,7+ with formal procurement,A specific data gap,Integration complexity,No - not a priority,4.0,Likely,Data privacy concerns|No internal champion|ROI uncertainty,Quarterly,2-5,89.5,Within a week,Yes - minor impact,Revenue loss|Employee morale damage|We didn't measure it,22.0,No - but would like to,Salesforce|Zoho|Other,Somewhat concerned,High - most are comfortable,Neutral,3,15.45
RESP_1126,Brand Manager,SaaS/Tech Startup,51-200,Southeast Asia,Above 100Cr/12M+,1Cr-5Cr/120K-600K,Social Media|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing,Reach/Impressions|Engagement Rate|Conversion Rate|NPS|CSAT,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Rarely,Yes - significantly damaged brand,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports,N/A - not an agency,1K-10K/month,Annual subscription,Would not pay,0.0,Peer recommendations,Laggard - move only when forced,Trust AI insights and act on them,,3.0,CMO/VP,4-6,A specific data gap,Data privacy/security,No - didn't know such tools existed,4.0,Unlikely,Cost|Already have a solution,Weekly,2-5,92.3,No process for this,Yes - minor impact,,9.0,Yes - informally,HubSpot|Salesforce|Meta Ads Manager|Standalone is fine,Not concerned at all,Very low - need heavy hand-holding,Unlikely,2,10.97
RESP_1127,Founder/Co-Founder,SaaS/Tech Startup,51-200,India-Metro,50L-2Cr/60K-240K,1Cr-5Cr/120K-600K,Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Engagement Rate,Very aware - already use tools,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Very frequently,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|YouTube Comments|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email,Not important,Slack/WhatsApp alerts|AI-generated recommendations,Possibly - depends on pricing,10K-50K/month,Freemium,5K-15K,10982.71,Peer recommendations,Early Majority - adopt proven solutions,Use AI as one input among many,5.0,4.0,My manager/Director,1 (just me),A competitor doing better,Data privacy/security,No - couldn't afford,1.0,Very likely to switch,Cost|Complexity|ROI uncertainty,Weekly,1,42.7,Within a week,No - but came close,Revenue loss|Employee morale damage|Long-term brand equity damage,46.0,No - but would like to,Zoho|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Not concerned at all,Low - struggle with complex tools,Likely,4,17.67
RESP_1128,Marketing Manager,D2C Brand,11-50,India-Metro,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Support Logs|Website/App Analytics|CRM Data,Google Analytics/Looker Studio|Tableau/Power BI,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|Offline/BTL Marketing,Engagement Rate,Slightly aware,3.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Occasionally,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Amazon/Ecommerce Reviews|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Annual subscription,50K-2L,120530.19,Peer recommendations,Early Adopter - adopt after seeing competitor success,Skeptical but open,2.0,3.0,IT/Finance,2-3,A specific data gap,Team adoption resistance,No - couldn't afford,0.0,Likely,Cost|Awareness,Rarely/Never,1,66.5,Within hours,Yes - minor impact,Significant customer churn|We didn't measure it,,No - but would like to,HubSpot|Slack|Standalone is fine,Mildly concerned,Very high - data-first culture,Likely,4,18.53
RESP_1129,Marketing Manager,SME,11-50,India-Tier2/3,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Other,Influencer/Creator Marketing|Performance/Paid Advertising|SEO/Organic Growth|PR/Earned Media,Customer Sentiment|Conversion Rate|NPS|CSAT,Slightly aware,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,YouTube Comments|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Annual subscription,5K-15K,9722.14,Trial/testing,Early Majority - adopt proven solutions,Skeptical but open,2.0,3.0,CMO/VP,2-3,A specific data gap,Data privacy/security,No - not a priority,0.0,Likely,Cost,Weekly,6-15,50.2,Within 24 hours,Yes - minor impact,Revenue loss|Significant customer churn|Share price/valuation impact,10.0,Yes - informally,Salesforce|Slack|Other,Somewhat concerned,Low - struggle with complex tools,Likely,4,17.05
RESP_1130,Marketing Manager,Enterprise/MNC,201-1000,Other,Above 100Cr/12M+,1Cr-5Cr/120K-600K,Social Media|Customer Support Logs|Website/App Analytics,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|NPS,Somewhat aware,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Never - we have proactive monitoring,Not sure - didn't track,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Google/App Store Reviews,Somewhat important,Slack/WhatsApp alerts|CRM/Marketing tool integration,Possibly - depends on pricing,50K-2L/month,Usage-based,5K-15K,13090.35,Trial/testing,Innovator - adopt cutting-edge early,Skeptical but open,3.0,4.0,IT/Finance,1 (just me),A specific data gap,Data privacy/security,Yes - other tool,0.0,Likely,Cost|Awareness|Complexity,Monthly,6-15,23.7,Within a week,Yes - major business impact,We didn't measure it,70.0,No - don't believe it's measurable,Shopify|Standalone is fine,Somewhat concerned,High - most are comfortable,Likely,4,17.14
RESP_1131,Digital Marketing Specialist,Enterprise/MNC,51-200,India-Tier2/3,50L-2Cr/60K-240K,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Zoho CRM/Analytics,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|NPS,Slightly aware,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,Possibly - depends on pricing,50K-2L/month,Per-brand/per-seat,Above 2L,296643.23,Peer recommendations,Laggard - move only when forced,Skeptical but open,3.0,1.0,I have full authority,2-3,A campaign failure,Integration complexity,Yes - Brandwatch,3.0,Unlikely,Complexity|Data privacy concerns|No internal champion|ROI uncertainty,Weekly,1,32.0,No process for this,Yes - major business impact,Revenue loss|Share price/valuation impact|Employee morale damage|We didn't measure it,76.0,No - don't believe it's measurable,Salesforce|Meta Ads Manager,Mildly concerned,Moderate - mixed team,Neutral,3,14.95
RESP_1132,Brand Manager,Enterprise/MNC,51-200,Southeast Asia,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Social Media|Customer Reviews|Survey/Feedback Forms|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|NPS|CSAT,Somewhat aware,5.0,Understanding WHY customers feel the way they do|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Twitter/X|YouTube Comments|Google/App Store Reviews|Customer Support Chat/Email|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,N/A - not an agency,1K-10K/month,Monthly subscription,Would not pay,49.58,Intuition/experience,Late Majority - wait for industry standard,Don't trust AI recommendations,5.0,,I have full authority,2-3,A vendor recommendation,Lack of leadership buy-in,No - couldn't afford,0.0,N/A - no current tool,Awareness,Quarterly,6-15,78.6,Within hours,Yes - major business impact,Revenue loss,11.0,No - don't believe it's measurable,Meta Ads Manager|Standalone is fine,Somewhat concerned,High - most are comfortable,Neutral,3,14.27
RESP_1133,Founder/Co-Founder,SME,2-10,Middle East,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Reviews|Survey/Feedback Forms|Ad Performance Data,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions|Conversion Rate|NPS,Slightly aware,6.0,Connecting emotional data to campaign performance|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Extremely important,Real-time dashboard with visual charts|AI-generated recommendations,N/A - not an agency,10K-50K/month,Annual subscription,15K-50K,26936.17,Data/case studies,Laggard - move only when forced,Use AI as one input among many,4.0,4.0,CMO/VP,1 (just me),A campaign failure,Data privacy/security,No - not a priority,1.0,Likely,Data privacy concerns|No internal champion,Rarely/Never,0 (no one dedicated),49.5,Within a week,No - never,Employee morale damage|We didn't measure it,19.0,No - but would like to,HubSpot|Meta Ads Manager|Standalone is fine,Mildly concerned,Moderate - mixed team,Neutral,3,16.37
RESP_1134,C-Suite Executive,Marketing/Creative Agency,Solo/Freelancer,India-Metro,50L-2Cr/60K-240K,25L-1Cr/30K-120K,Customer Support Logs|Website/App Analytics|CRM Data,Google Analytics/Looker Studio,Performance/Paid Advertising|Content Marketing|Community Building,ROI/Revenue Generated|Conversion Rate|CSAT,Somewhat aware,1.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API),Possibly - depends on pricing,10K-50K/month,Freemium,15K-50K,28583.61,Peer recommendations,Early Majority - adopt proven solutions,Use AI as one input among many,4.0,3.0,Procurement committee,1 (just me),A vendor recommendation,Team adoption resistance,No - not a priority,0.0,Unlikely,Cost|Data privacy concerns|Already have a solution,Weekly,1,93.7,Within a week,Yes - minor impact,Revenue loss|Employee morale damage|Long-term brand equity damage,9.0,No - but would like to,Zoho|Meta Ads Manager|Shopify,Somewhat concerned,Low - struggle with complex tools,Unlikely,2,10.41
RESP_1135,Digital Marketing Specialist,FMCG/CPG,1000+,Southeast Asia,10Cr-100Cr/1.2M-12M,25L-1Cr/30K-120K,Social Media|Survey/Feedback Forms|CRM Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite,Email/WhatsApp Marketing|Community Building|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate,Slightly aware,4.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn,Extremely important,Real-time dashboard with visual charts|AI-generated recommendations,Yes - definitely interested,Zero - no tools,Monthly subscription,15K-50K,34922.98,Data/case studies,Innovator - adopt cutting-edge early,Skeptical but open,4.0,3.0,CMO/VP,4-6,A competitor doing better,Integration complexity,No - tried but didn't work,5.0,Likely,Cost|Awareness|No internal champion,Monthly,15+,83.6,Within a week,Yes - major business impact,Revenue loss,28.0,No - don't believe it's measurable,Salesforce|Slack,Somewhat concerned,Low - struggle with complex tools,Likely,4,20.0
RESP_1136,Founder/Co-Founder,SaaS/Tech Startup,11-50,Europe,2Cr-10Cr/240K-1.2M,Under 5L/<6K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Not aware at all,1.0,Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Not important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,Possibly - depends on pricing,Above 2L/month,Per-brand/per-seat,15K-50K,31572.15,C-suite mandate,Early Majority - adopt proven solutions,Skeptical but open,5.0,1.0,Procurement committee,7+ with formal procurement,A leadership directive,Price/ROI justification,Yes - Meltwater,0.0,Very likely to switch,Cost|No internal champion|ROI uncertainty,Quarterly,15+,26.8,Within hours,No - but came close,Revenue loss|Employee morale damage|Long-term brand equity damage,25.0,No - don't believe it's measurable,HubSpot|Salesforce|Zoho,Very concerned - hard blocker,Moderate - mixed team,Neutral,3,12.06
RESP_1137,Data Analyst/Marketing Analyst,SaaS/Tech Startup,51-200,North America,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Customer Reviews|Customer Support Logs,Brandwatch/Meltwater,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,Reach/Impressions|Engagement Rate|NPS|CSAT|No formal process,Not aware at all,1.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Justifying marketing spend to leadership|Managing brand crisis quickly,Occasionally,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|Google/App Store Reviews|Customer Support Chat/Email,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|AI-generated recommendations|CRM/Marketing tool integration,No - not relevant,50K-2L/month,Annual subscription,15K-50K,37966.22,Trial/testing,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,3.0,4.0,I have full authority,2-3,A competitor doing better,Data privacy/security,No - didn't know such tools existed,5.0,N/A - no current tool,Cost|Awareness|Already have a solution,Quarterly,1,55.0,No process for this,No - but came close,Revenue loss,1.0,No - but would like to,HubSpot|Google Data Studio/Looker|Shopify,Mildly concerned,Moderate - mixed team,Unlikely,2,11.62
RESP_1138,Brand Manager,SaaS/Tech Startup,2-10,Middle East,50L-2Cr/60K-240K,Above 5Cr/600K+,Social Media|Customer Reviews|Survey/Feedback Forms|CRM Data|Ad Performance Data|None,Google Analytics/Looker Studio|Salesforce,Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Conversion Rate|CSAT,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews,Somewhat important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API),No - not relevant,1K-10K/month,Monthly subscription,Would not pay,1297.33,C-suite mandate,Late Majority - wait for industry standard,Use AI as one input among many,4.0,,CEO/Founder,1 (just me),A leadership directive,Lack of leadership buy-in,No - not a priority,,Unlikely,Complexity|ROI uncertainty,Monthly,0 (no one dedicated),43.2,Within a month,No - never,Significant customer churn|Long-term brand equity damage,1.0,Yes - formal process,Meta Ads Manager|Standalone is fine|Other,Not concerned at all,High - most are comfortable,Very Unlikely,1,5.73
RESP_1139,Brand Manager,Marketing/Creative Agency,51-200,Middle East,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Brandwatch/Meltwater,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|PR/Earned Media,ROI/Revenue Generated|Conversion Rate|NPS|No formal process,Not aware at all,2.0,Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,N/A - not an agency,Above 2L/month,Freemium,5K-15K,11591.79,Peer recommendations,Early Majority - adopt proven solutions,Skeptical but open,3.0,5.0,CEO/Founder,7+ with formal procurement,A vendor recommendation,Lack of leadership buy-in,No - didn't know such tools existed,0.0,Very likely to switch,Cost|Awareness|Complexity|ROI uncertainty,Weekly,0 (no one dedicated),,No process for this,No - never,Revenue loss,79.0,No - but would like to,Zoho|Google Data Studio/Looker,Somewhat concerned,Moderate - mixed team,Unlikely,2,9.02
RESP_1140,Brand Manager,D2C Brand,1000+,India-Metro,2Cr-10Cr/240K-1.2M,Above 5Cr/600K+,Social Media|Customer Reviews|Survey/Feedback Forms,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Very aware - already use tools,4.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports,N/A - not an agency,Zero - no tools,Per-brand/per-seat,50K-2L,121770.55,C-suite mandate,Late Majority - wait for industry standard,Use AI as one input among many,5.0,4.0,CMO/VP,1 (just me),A competitor doing better,Team adoption resistance,No - couldn't afford,5.0,Unlikely,Awareness|ROI uncertainty|Already have a solution,Weekly,2-5,75.7,Within 24 hours,Yes - minor impact,Revenue loss|Long-term brand equity damage|We didn't measure it,46.0,Yes - informally,Slack|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Not concerned at all,Moderate - mixed team,Neutral,3,16.89
RESP_1141,Data Analyst/Marketing Analyst,E-commerce Platform,51-200,Other,50L-2Cr/60K-240K,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics,Sprout Social/Hootsuite,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|PR/Earned Media,ROI/Revenue Generated|Customer Sentiment|Conversion Rate|NPS,Not aware at all,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Rarely,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Very important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,Possibly - depends on pricing,Above 2L/month,Freemium,Would not pay,0.0,C-suite mandate,Early Adopter - adopt after seeing competitor success,Don't trust AI recommendations,5.0,5.0,CMO/VP,2-3,A specific data gap,Data privacy/security,No - didn't know such tools existed,,Very likely to switch,Awareness|Already have a solution,Quarterly,0 (no one dedicated),47.0,Within a week,No - never,Significant customer churn|Share price/valuation impact,5.0,Yes - formal process,HubSpot|Slack|Meta Ads Manager,Very concerned - hard blocker,Low - struggle with complex tools,Unlikely,2,7.43
RESP_1142,Marketing Manager,SME,2-10,India-Metro,Under 50L/<60K,Above 5Cr/600K+,Social Media|Customer Reviews|Survey/Feedback Forms|CRM Data,Google Analytics/Looker Studio|Brandwatch/Meltwater,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Somewhat aware,5.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns,Rarely,Not sure - didn't track,Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Survey/Form Responses,Somewhat important,Weekly/Monthly automated reports,N/A - not an agency,1K-10K/month,Per-brand/per-seat,Would not pay,0.0,Intuition/experience,Late Majority - wait for industry standard,Trust AI insights and act on them,5.0,3.0,CEO/Founder,2-3,A specific data gap,Team adoption resistance,No - not a priority,,N/A - no current tool,Complexity|Already have a solution,Rarely/Never,1,40.0,Within hours,No - never,Revenue loss,21.0,Yes - informally,HubSpot|Zoho|Slack,Somewhat concerned,Moderate - mixed team,Neutral,3,14.03
RESP_1143,Digital Marketing Specialist,Marketing/Creative Agency,51-200,Europe,Above 100Cr/12M+,Under 5L/<6K,Social Media|Customer Reviews|Website/App Analytics|Ad Performance Data,Tableau/Power BI,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Engagement Rate|Customer Sentiment,Somewhat aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Very important,Slack/WhatsApp alerts,Yes - definitely interested,50K-2L/month,Annual subscription,50K-2L,121803.67,Trial/testing,Early Majority - adopt proven solutions,Don't trust AI recommendations,4.0,1.0,CMO/VP,1 (just me),A campaign failure,Price/ROI justification,No - couldn't afford,3.0,Likely,Cost|ROI uncertainty,Monthly,0 (no one dedicated),27.2,Within 24 hours,Yes - minor impact,Revenue loss|Significant customer churn|We didn't measure it,84.0,Yes - informally,Zoho|Google Data Studio/Looker|Meta Ads Manager|Shopify,Somewhat concerned,Moderate - mixed team,Neutral,3,13.14
